Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.000000,1.0000,0.000069,1.0000
2,0.000000,1.0000,0.000069,1.0000
3,0.000000,1.0000,0.000068,1.0000
4,0.000000,1.0000,0.000068,1.0000
5,0.000000,1.0000,0.000068,1.0000
6,0.000000,1.0000,0.000067,1.0000
7,0.000000,1.0000,0.000067,1.0000
8,0.000000,1.0000,0.000066,1.0000
9,0.000000,1.0000,0.000066,1.0000
10,0.000000,1.0000,0.000065,1.0000
11,0.000000,1.0000,0.000065,1.0000
12,0.000000,1.0000,0.000065,1.0000
13,0.000000,1.0000,0.000064,1.0000
14,0.000000,1.0000,0.000064,1.0000
15,0.000000,1.0000,0.000064,1.0000
16,0.000000,1.0000,0.000063,1.0000
17,0.000000,1.0000,0.000063,1.0000
18,0.000000,1.0000,0.000063,1.0000
19,0.000000,1.0000,0.000062,1.0000
20,0.000000,1.0000,0.000062,1.0000
